FID,STATEFP10,COUNTYFP10,TRACTCE10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,GEOID,Full_GEOID,Town
629,9,5,310601,3106.01,Census Tract 3106.01,G5020,S,13577715,0,41.8524968,-73.0766079,9005310601,1400000US09005310601,Torrington
630,9,5,310700,3107,Census Tract 3107,G5020,S,50024369,1283995,41.8342549,-73.1315201,9005310700,1400000US09005310700,Torrington
631,9,5,265100,2651,Census Tract 2651,G5020,S,68139451,3212476,41.7358548,-73.3428314,9005265100,1400000US09005265100,Warren
632,9,5,267100,2671,Census Tract 2671,G5020,S,98602265,1482955,41.6561747,-73.3101747,9005267100,1400000US09005267100,Washington
633,9,5,360100,3601,Census Tract 3601,G5020,S,9383378,32465,41.6114371,-73.1163912,9005360100,1400000US09005360100,Watertown
634,9,5,360200,3602,Census Tract 3602,G5020,S,54656294,1162147,41.6408166,-73.142948,9005360200,1400000US09005360200,Watertown
635,9,5,360300,3603,Census Tract 3603,G5020,S,5685665,64803,41.6004835,-73.0738787,9005360300,1400000US09005360300,Watertown
636,9,5,360400,3604,Census Tract 3604,G5020,S,5399065,53284,41.5892425,-73.0947486,9005360400,1400000US09005360400,Watertown
637,9,5,320200,3202,Census Tract 3202,G5020,S,58775721,3316696,41.9126462,-73.113227,9005320200,1400000US09005320200,Winchester
638,9,5,362101,3621.01,Census Tract 3621.01,G5020,S,25896415,302001,41.530462,-73.193957,9005362101,1400000US09005362101,Woodbury
639,9,5,362102,3621.02,Census Tract 3621.02,G5020,S,68375893,330870,41.5696515,-73.2099012,9005362102,1400000US09005362102,Woodbury
640,9,5,310803,3108.03,Census Tract 3108.03,G5020,S,5937970,0,41.7951016,-73.1452832,9005310803,1400000US09005310803,Torrington
641,9,5,310804,3108.04,Census Tract 3108.04,G5020,S,14008182,130417,41.8059998,-73.1699067,9005310804,1400000US09005310804,Torrington
642,9,5,425600,4256,Census Tract 4256,G5020,S,202625921,3701815,41.9752067,-73.2366404,9005425600,1400000US09005425600,Torrington
643,9,9,345300,3453,Census Tract 3453,G5020,S,13220665,0,41.4797772,-73.0743872,9009345300,1400000US09009345300,Naugatuck
644,9,9,140100,1401,Census Tract 1401,G5020,S,693284,0,41.3051852,-72.924832,9009140100,1400000US09009140100,New Haven
645,9,9,345400,3454,Census Tract 3454,G5020,S,7097292,37266,41.5041897,-73.0785991,9009345400,1400000US09009345400,Naugatuck
646,9,9,140200,1402,Census Tract 1402,G5020,S,2010290,933030,41.2947773,-72.9188352,9009140200,1400000US09009140200,New Haven
647,9,9,140300,1403,Census Tract 1403,G5020,S,711594,0,41.2994889,-72.9327495,9009140300,1400000US09009140300,New Haven
648,9,9,140500,1405,Census Tract 1405,G5020,S,1016322,56738,41.294262,-72.9420324,9009140500,1400000US09009140500,New Haven
649,9,9,140600,1406,Census Tract 1406,G5020,S,733313,0,41.3016308,-72.9407103,9009140600,1400000US09009140600,New Haven
650,9,9,140700,1407,Census Tract 1407,G5020,S,550593,0,41.3120669,-72.9388118,9009140700,1400000US09009140700,New Haven
651,9,9,140800,1408,Census Tract 1408,G5020,S,1646307,115474,41.306071,-72.9509115,9009140800,1400000US09009140800,New Haven
652,9,9,140900,1409,Census Tract 1409,G5020,S,980989,0,41.3169693,-72.9510224,9009140900,1400000US09009140900,New Haven
653,9,9,140400,1404,Census Tract 1404,G5020,S,886642,472105,41.2834986,-72.9322327,9009140400,1400000US09009140400,New Haven
654,9,9,142800,1428,Census Tract 1428,G5020,S,3972740,2312114,41.2539059,-72.8988892,9009142800,1400000US09009142800,New Haven
655,9,9,141000,1410,Census Tract 1410,G5020,S,1896840,7050,41.3182791,-72.964497,9009141000,1400000US09009141000,New Haven
656,9,9,141100,1411,Census Tract 1411,G5020,S,3869420,15739,41.3237364,-72.9840646,9009141100,1400000US09009141100,New Haven
657,9,9,141200,1412,Census Tract 1412,G5020,S,1907220,18033,41.3358145,-72.974421,9009141200,1400000US09009141200,New Haven
658,9,9,141400,1414,Census Tract 1414,G5020,S,1533544,34297,41.3278181,-72.9441725,9009141400,1400000US09009141400,New Haven
659,9,9,141600,1416,Census Tract 1416,G5020,S,1069243,0,41.3185087,-72.9339424,9009141600,1400000US09009141600,New Haven
660,9,9,141800,1418,Census Tract 1418,G5020,S,1471102,0,41.3274551,-72.9210721,9009141800,1400000US09009141800,New Haven
661,9,9,141900,1419,Census Tract 1419,G5020,S,1301209,34505,41.3223483,-72.9106575,9009141900,1400000US09009141900,New Haven
662,9,9,150100,1501,Census Tract 1501,G5020,S,3141125,153797,41.2216756,-73.0630022,9009150100,1400000US09009150100,Milford
663,9,9,150200,1502,Census Tract 1502,G5020,S,2664115,693122,41.2065418,-73.0667851,9009150200,1400000US09009150200,Milford
664,9,9,150400,1504,Census Tract 1504,G5020,S,1638871,803084,41.1918294,-73.086886,9009150400,1400000US09009150400,Milford
665,9,9,150500,1505,Census Tract 1505,G5020,S,4274813,2206169,41.1814595,-73.1037742,9009150500,1400000US09009150500,Milford
666,9,9,150900,1509,Census Tract 1509,G5020,S,4484523,955141,41.2196436,-73.0454748,9009150900,1400000US09009150900,Milford
667,9,9,142000,1420,Census Tract 1420,G5020,S,666073,0,41.3144243,-72.9173223,9009142000,1400000US09009142000,New Haven
668,9,9,142100,1421,Census Tract 1421,G5020,S,605994,0,41.3117632,-72.9113834,9009142100,1400000US09009142100,New Haven
669,9,9,142200,1422,Census Tract 1422,G5020,S,899001,48454,41.3046302,-72.9132107,9009142200,1400000US09009142200,New Haven
670,9,9,142300,1423,Census Tract 1423,G5020,S,1012176,243295,41.3056029,-72.8982402,9009142300,1400000US09009142300,New Haven
671,9,9,142400,1424,Census Tract 1424,G5020,S,1192739,36612,41.3153024,-72.902567,9009142400,1400000US09009142400,New Haven
672,9,9,142601,1426.01,Census Tract 1426.01,G5020,S,3815783,340545,41.3271237,-72.8736415,9009142601,1400000US09009142601,New Haven
673,9,9,186100,1861,Census Tract 1861,G5020,S,19748617,390740,41.3337869,-72.771834,9009186100,1400000US09009186100,North Branford
674,9,9,186200,1862,Census Tract 1862,G5020,S,44372576,4550909,41.3827663,-72.7751938,9009186200,1400000US09009186200,North Branford
675,9,9,167100,1671,Census Tract 1671,G5020,S,16469861,247756,41.3996894,-72.8799519,9009167100,1400000US09009167100,North Haven
676,9,9,167202,1672.02,Census Tract 1672.02,G5020,S,9886027,55862,41.4063301,-72.8448305,9009167202,1400000US09009167202,North Haven
677,9,9,151000,1510,Census Tract 1510,G5020,S,2070020,905219,41.210668,-73.0182936,9009151000,1400000US09009151000,North Haven
678,9,9,151100,1511,Census Tract 1511,G5020,S,5700422,700495,41.2215456,-73.0127923,9009151100,1400000US09009151100,Milford
679,9,9,154500,1545,Census Tract 1545,G5020,S,1363847,129777,41.2790596,-72.9457386,9009154500,1400000US09009154500,Milford
680,9,9,154700,1547,Census Tract 1547,G5020,S,5083503,367751,41.2506393,-72.9792657,9009154700,1400000US09009154700,Milford
681,9,9,154800,1548,Census Tract 1548,G5020,S,1958271,355040,41.2491043,-72.9690854,9009154800,1400000US09009154800,Milford
682,9,9,155000,1550,Census Tract 1550,G5020,S,1563730,1182829,41.2692051,-72.9351682,9009155000,1400000US09009155000,Milford
683,9,9,155100,1551,Census Tract 1551,G5020,S,1262788,785958,41.2578499,-72.9449585,9009155100,1400000US09009155100,Milford
684,9,9,184300,1843,Census Tract 1843,G5020,S,4056644,2219668,41.2560357,-72.8373651,9009184300,1400000US09009184300,Branford
685,9,9,190100,1901,Census Tract 1901,G5020,S,8293438,720949,41.2814114,-72.6708094,9009190100,1400000US09009190100,Branford
686,9,9,190200,1902,Census Tract 1902,G5020,S,20349198,3882161,41.2814017,-72.7100012,9009190200,1400000US09009190200,Branford
687,9,9,194100,1941,Census Tract 1941,G5020,S,16943377,3303722,41.2719628,-72.5903881,9009194100,1400000US09009194100,Branford
688,9,9,167300,1673,Census Tract 1673,G5020,S,18168157,5776,41.3632108,-72.8415787,9009167300,1400000US09009167300,North Haven
689,9,9,157100,1571,Census Tract 1571,G5020,S,9341957,96423,41.26648,-73.0030665,9009157100,1400000US09009157100,Orange
690,9,9,157200,1572,Census Tract 1572,G5020,S,9288029,63034,41.270253,-73.0339433,9009157200,1400000US09009157200,Orange
691,9,9,157400,1574,Census Tract 1574,G5020,S,14229910,98008,41.2957456,-73.0134237,9009157400,1400000US09009157400,Orange
692,9,9,346101,3461.01,Census Tract 3461.01,G5020,S,36216968,758933,41.4261198,-73.114718,9009346101,1400000US09009346101,Oxford
693,9,9,347100,3471,Census Tract 3471,G5020,S,20708634,48569,41.503873,-72.9707448,9009347100,1400000US09009347100,Prospect
694,9,9,347200,3472,Census Tract 3472,G5020,S,16134688,578145,41.4901461,-72.9998571,9009347200,1400000US09009347200,Prospect
695,9,9,130200,1302,Census Tract 1302,G5020,S,21521617,674957,41.3770758,-73.1070996,9009130200,1400000US09009130200,Seymour
696,9,9,125100,1251,Census Tract 1251,G5020,S,4155911,17738,41.3321996,-73.0572487,9009125100,1400000US09009125100,Ansonia
697,9,9,125200,1252,Census Tract 1252,G5020,S,6249922,111628,41.3494917,-73.0556854,9009125200,1400000US09009125200,Ansonia
698,9,9,125300,1253,Census Tract 1253,G5020,S,3245352,111625,41.3477359,-73.0901204,9009125300,1400000US09009125300,Ansonia
699,9,9,125400,1254,Census Tract 1254,G5020,S,1937657,194218,41.3560355,-73.0801901,9009125400,1400000US09009125400,Ansonia
700,9,9,341100,3411,Census Tract 3411,G5020,S,25040770,301429,41.443685,-73.0519252,9009341100,1400000US09009341100,Beacon Falls
701,9,9,170200,1702,Census Tract 1702,G5020,S,626146,0,41.5416511,-72.8032513,9009170200,1400000US09009170200,Meriden
702,9,9,348111,3481.11,Census Tract 3481.11,G5020,S,34775685,1962713,41.4817217,-73.2817596,9009348111,1400000US09009348111,Southbury
703,9,9,175400,1754,Census Tract 1754,G5020,S,10397334,311098,41.4757419,-72.8211369,9009175400,1400000US09009175400,Wallingford
704,9,9,175500,1755,Census Tract 1755,G5020,S,13757408,206054,41.4584616,-72.8530836,9009175500,1400000US09009175500,Wallingford
705,9,9,175600,1756,Census Tract 1756,G5020,S,6382672,0,41.4828082,-72.8434778,9009175600,1400000US09009175600,Wallingford
706,9,9,175700,1757,Census Tract 1757,G5020,S,5524401,59016,41.5068278,-72.8340199,9009175700,1400000US09009175700,Wallingford
707,9,9,176000,1760,Census Tract 1760,G5020,S,38839970,1270758,41.4479969,-72.7724832,9009176000,1400000US09009176000,Wallingford
708,9,9,175100,1751,Census Tract 1751,G5020,S,1377981,0,41.4614588,-72.8157984,9009175100,1400000US09009175100,Wallingford
709,9,9,175200,1752,Census Tract 1752,G5020,S,801089,0,41.4521595,-72.8228052,9009175200,1400000US09009175200,Wallingford
710,9,9,161100,1611,Census Tract 1611,G5020,S,54724417,996204,41.422964,-72.9941871,9009161100,1400000US09009161100,Bethany
711,9,9,184200,1842,Census Tract 1842,G5020,S,5329302,125239,41.2774647,-72.844354,9009184200,1400000US09009184200,Branford
712,9,9,184400,1844,Census Tract 1844,G5020,S,4759800,3322266,41.2620489,-72.8044387,9009184400,1400000US09009184400,Branford
713,9,9,184500,1845,Census Tract 1845,G5020,S,5210449,56875,41.2801963,-72.7831549,9009184500,1400000US09009184500,Branford
714,9,9,184600,1846,Census Tract 1846,G5020,S,12546491,5753868,41.2696085,-72.7546178,9009184600,1400000US09009184600,Branford
715,9,9,175300,1753,Census Tract 1753,G5020,S,4342593,12182,41.4349418,-72.8229595,9009175300,1400000US09009175300,Wallingford
716,9,9,175900,1759,Census Tract 1759,G5020,S,5227303,16182,41.444928,-72.8029718,9009175900,1400000US09009175900,Wallingford
717,9,9,350100,3501,Census Tract 3501,G5020,S,1144842,0,41.5566166,-73.0412177,9009350100,1400000US09009350100,Waterbury
718,9,9,350200,3502,Census Tract 3502,G5020,S,678694,0,41.5653001,-73.0344111,9009350200,1400000US09009350200,Waterbury
719,9,9,350300,3503,Census Tract 3503,G5020,S,486841,1964,41.5632335,-73.0285124,9009350300,1400000US09009350300,Waterbury
720,9,9,184700,1847,Census Tract 1847,G5020,S,20634438,1035412,41.2987264,-72.8021096,9009184700,1400000US09009184700,Branford
721,9,9,184100,1841,Census Tract 1841,G5020,S,4014142,162844,41.2812274,-72.8139414,9009184100,1400000US09009184100,Branford
722,9,9,170500,1705,Census Tract 1705,G5020,S,7476101,0,41.5300761,-72.8410967,9009170500,1400000US09009170500,Meriden
723,9,9,351602,3516.02,Census Tract 3516.02,G5020,S,4177457,0,41.5331449,-73.0581313,9009351602,1400000US09009351602,Waterbury
724,9,9,343200,3432,Census Tract 3432,G5020,S,22375709,35360,41.537216,-72.9324517,9009343200,1400000US09009343200,Cheshire
725,9,9,343300,3433,Census Tract 3433,G5020,S,19590481,41944,41.4819068,-72.8887465,9009343300,1400000US09009343300,Cheshire
726,9,9,343400,3434,Census Tract 3434,G5020,S,15033413,18802,41.4839527,-72.9246164,9009343400,1400000US09009343400,Cheshire
727,9,9,120100,1201,Census Tract 1201,G5020,S,6214681,364765,41.3142315,-73.0624543,9009120100,1400000US09009120100,Derby
728,9,9,120200,1202,Census Tract 1202,G5020,S,6878933,542223,41.3398459,-73.1037435,9009120200,1400000US09009120200,Derby
729,9,9,157300,1573,Census Tract 1573,G5020,S,11638833,358899,41.2862074,-73.0660078,9009157300,1400000US09009157300,Orange
730,9,9,350400,3504,Census Tract 3504,G5020,S,518832,0,41.5564824,-73.0305635,9009350400,1400000US09009350400,Waterbury
731,9,9,350500,3505,Census Tract 3505,G5020,S,809419,0,41.5478028,-73.0338337,9009350500,1400000US09009350500,Waterbury
732,9,9,350800,3508,Census Tract 3508,G5020,S,1097840,0,41.565799,-73.0461137,9009350800,1400000US09009350800,Waterbury
733,9,9,350900,3509,Census Tract 3509,G5020,S,761502,0,41.575606,-73.045702,9009350900,1400000US09009350900,Waterbury
734,9,9,351000,3510,Census Tract 3510,G5020,S,1760469,19789,41.5757659,-73.0340778,9009351000,1400000US09009351000,Waterbury
735,9,9,142700,1427,Census Tract 1427,G5020,S,3181122,741269,41.2867723,-72.8980761,9009142700,1400000US09009142700,New Haven
736,9,9,180100,1801,Census Tract 1801,G5020,S,5951629,1376445,41.2503864,-72.8752688,9009180100,1400000US09009180100,East Haven
737,9,9,180200,1802,Census Tract 1802,G5020,S,3623873,0,41.273129,-72.8806019,9009180200,1400000US09009180200,East Haven
738,9,9,180300,1803,Census Tract 1803,G5020,S,1778337,18679,41.2736622,-72.8682301,9009180300,1400000US09009180300,East Haven
739,9,9,180400,1804,Census Tract 1804,G5020,S,4942489,332486,41.2965015,-72.8653718,9009180400,1400000US09009180400,East Haven
740,9,9,180500,1805,Census Tract 1805,G5020,S,4125443,80208,41.3181456,-72.8598262,9009180500,1400000US09009180500,East Haven
741,9,9,180601,1806.01,Census Tract 1806.01,G5020,S,3934810,429214,41.3178106,-72.8322364,9009180601,1400000US09009180601,East Haven
742,9,9,352701,3527.01,Census Tract 3527.01,G5020,S,2896654,0,41.5451718,-72.9773221,9009352701,1400000US09009352701,Waterbury
743,9,9,351100,3511,Census Tract 3511,G5020,S,3979057,265265,41.5690494,-73.0142078,9009351100,1400000US09009351100,Waterbury
744,9,9,351200,3512,Census Tract 3512,G5020,S,1807581,8997,41.5590188,-73.0159665,9009351200,1400000US09009351200,Waterbury
745,9,9,351300,3513,Census Tract 3513,G5020,S,2265544,5632,41.550804,-73.0135921,9009351300,1400000US09009351300,Waterbury
746,9,9,351400,3514,Census Tract 3514,G5020,S,1139084,0,41.539816,-73.026772,9009351400,1400000US09009351400,Waterbury
747,9,9,180602,1806.02,Census Tract 1806.02,G5020,S,7512721,21543,41.3375866,-72.8351879,9009180602,1400000US09009180602,East Haven
748,9,9,190301,1903.01,Census Tract 1903.01,G5020,S,29309546,341940,41.3239003,-72.6684322,9009190301,1400000US09009190301,Guilford
749,9,9,190302,1903.02,Census Tract 1903.02,G5020,S,20052220,340035,41.327632,-72.7246395,9009190302,1400000US09009190302,Guilford
750,9,9,190303,1903.03,Census Tract 1903.03,G5020,S,44030243,728677,41.3913018,-72.7112733,9009190303,1400000US09009190303,Guilford
751,9,9,194201,1942.01,Census Tract 1942.01,G5020,S,47261590,191279,41.3536088,-72.6457238,9009194201,1400000US09009194201,Madison
752,9,9,141300,1413,Census Tract 1413,G5020,S,3649609,0,41.3369122,-72.9591648,9009141300,1400000US09009141300,New Haven
753,9,9,141500,1415,Census Tract 1415,G5020,S,1601623,18287,41.328557,-72.9340276,9009141500,1400000US09009141500,New Haven
754,9,9,142500,1425,Census Tract 1425,G5020,S,1844569,278035,41.31958,-72.8944834,9009142500,1400000US09009142500,New Haven
755,9,9,351500,3515,Census Tract 3515,G5020,S,2803889,51450,41.5265686,-73.0331235,9009351500,1400000US09009351500,Waterbury
756,9,9,346102,3461.02,Census Tract 3461.02,G5020,S,48584382,773901,41.4440006,-73.1479992,9009346102,1400000US09009346102,Oxford
757,9,9,352702,3527.02,Census Tract 3527.02,G5020,S,2874847,28828,41.5467187,-72.9904277,9009352702,1400000US09009352702,Waterbury
758,9,9,351700,3517,Census Tract 3517,G5020,S,654114,0,41.5449634,-73.0482405,9009351700,1400000US09009351700,Waterbury
759,9,9,351800,3518,Census Tract 3518,G5020,S,4551831,138454,41.5520995,-73.0750981,9009351800,1400000US09009351800,Waterbury
760,9,9,165100,1651,Census Tract 1651,G5020,S,4735210,582960,41.3476666,-72.8868568,9009165100,1400000US09009165100,Hamden
761,9,9,165200,1652,Census Tract 1652,G5020,S,3546279,314643,41.3492057,-72.9071739,9009165200,1400000US09009165200,Hamden
762,9,9,165300,1653,Census Tract 1653,G5020,S,1594791,219752,41.3654386,-72.9128504,9009165300,1400000US09009165300,Hamden
763,9,9,165400,1654,Census Tract 1654,G5020,S,2866370,274185,41.345944,-72.919104,9009165400,1400000US09009165400,Hamden
764,9,9,351601,3516.01,Census Tract 3516.01,G5020,S,1157207,0,41.5394331,-73.0502962,9009351601,1400000US09009351601,Waterbury
765,9,9,351900,3519,Census Tract 3519,G5020,S,6551345,152617,41.5251151,-73.0756711,9009351900,1400000US09009351900,Waterbury
766,9,9,352000,3520,Census Tract 3520,G5020,S,4511787,3441,41.5704881,-73.0732935,9009352000,1400000US09009352000,Waterbury
767,9,9,352100,3521,Census Tract 3521,G5020,S,1957447,0,41.5786789,-73.077503,9009352100,1400000US09009352100,Waterbury
768,9,9,352200,3522,Census Tract 3522,G5020,S,1895178,0,41.582877,-73.0636553,9009352200,1400000US09009352200,Waterbury
769,9,9,352300,3523,Census Tract 3523,G5020,S,6579745,201088,41.5874285,-73.0507316,9009352300,1400000US09009352300,Waterbury
770,9,9,352400,3524,Census Tract 3524,G5020,S,4325751,6577,41.604112,-73.0254051,9009352400,1400000US09009352400,Waterbury
771,9,9,352500,3525,Census Tract 3525,G5020,S,3313412,59516,41.5907669,-73.0248332,9009352500,1400000US09009352500,Waterbury
772,9,9,165500,1655,Census Tract 1655,G5020,S,1558578,0,41.3404053,-72.9338173,9009165500,1400000US09009165500,Hamden
773,9,9,165600,1656,Census Tract 1656,G5020,S,2347326,0,41.3558996,-72.9323558,9009165600,1400000US09009165600,Hamden
774,9,9,165700,1657,Census Tract 1657,G5020,S,2697798,0,41.3467215,-72.9501184,9009165700,1400000US09009165700,Hamden
775,9,9,165801,1658.01,Census Tract 1658.01,G5020,S,3899475,10782,41.3748482,-72.9284092,9009165801,1400000US09009165801,Hamden
776,9,9,167201,1672.01,Census Tract 1672.01,G5020,S,9450676,405029,41.3693351,-72.865493,9009167201,1400000US09009167201,North Haven
777,9,9,165802,1658.02,Census Tract 1658.02,G5020,S,12879653,179713,41.374306,-72.9526036,9009165802,1400000US09009165802,Hamden
778,9,9,352600,3526,Census Tract 3526,G5020,S,2267726,0,41.5591192,-72.9950704,9009352600,1400000US09009352600,Waterbury
779,9,9,352800,3528,Census Tract 3528,G5020,S,6896220,152409,41.5324664,-73.000233,9009352800,1400000US09009352800,Waterbury
780,9,9,154100,1541,Census Tract 1541,G5020,S,6396590,251809,41.2996807,-72.9726942,9009154100,1400000US09009154100,West Haven
781,9,9,154200,1542,Census Tract 1542,G5020,S,3068944,1124,41.2734615,-72.977788,9009154200,1400000US09009154200,West Haven
782,9,9,165900,1659,Census Tract 1659,G5020,S,27028863,42903,41.4292195,-72.9366177,9009165900,1400000US09009165900,Hamden
783,9,9,166001,1660.01,Census Tract 1660.01,G5020,S,4071781,0,41.3897855,-72.9079481,9009166001,1400000US09009166001,Hamden
784,9,9,166002,1660.02,Census Tract 1660.02,G5020,S,17327560,102767,41.4331004,-72.8835092,9009166002,1400000US09009166002,Hamden
785,9,9,194202,1942.02,Census Tract 1942.02,G5020,S,29416208,790428,41.35235,-72.6167235,9009194202,1400000US09009194202,Madison
786,9,9,170100,1701,Census Tract 1701,G5020,S,485472,0,41.5391509,-72.7965993,9009170100,1400000US09009170100,Meriden
787,9,9,170300,1703,Census Tract 1703,G5020,S,900275,0,41.5440688,-72.8112549,9009170300,1400000US09009170300,Meriden
788,9,9,343101,3431.01,Census Tract 3431.01,G5020,S,16931283,0,41.5391911,-72.8843854,9009343101,1400000US09009343101,Cheshire
789,9,9,170400,1704,Census Tract 1704,G5020,S,5421627,145245,41.561163,-72.8369123,9009170400,1400000US09009170400,Meriden
790,9,9,154600,1546,Census Tract 1546,G5020,S,2246168,114935,41.2711521,-72.9639591,9009154600,1400000US09009154600,West Haven
791,9,9,154900,1549,Census Tract 1549,G5020,S,1850846,0,41.2632152,-72.9559421,9009154900,1400000US09009154900,West Haven
792,9,9,361100,3611,Census Tract 3611,G5020,S,24120194,1224587,41.5833751,-72.9672135,9009361100,1400000US09009361100,Wolcott
793,9,9,990000,9900,Census Tract 9900,G5020,S,0,598493391,41.1871086,-72.8161941,9009990000,1400000US09009990000,Wolcott
794,9,9,361200,3612,Census Tract 3612,G5020,S,9688811,280813,41.6006751,-73.0025589,9009361200,1400000US09009361200,Wolcott
795,9,9,361300,3613,Census Tract 3613,G5020,S,19116194,220354,41.6234478,-72.9739778,9009361300,1400000US09009361300,Wolcott
796,9,9,160100,1601,Census Tract 1601,G5020,S,17426769,23630,41.3346058,-73.0133432,9009160100,1400000US09009160100,Woodbridge
797,9,9,160200,1602,Census Tract 1602,G5020,S,31295552,948311,41.372518,-73.0032869,9009160200,1400000US09009160200,Woodbridge
798,9,9,343102,3431.02,Census Tract 3431.02,G5020,S,11718784,669589,41.5115925,-72.8800507,9009343102,1400000US09009343102,Cheshire
799,9,9,142604,1426.04,Census Tract 1426.04,G5020,S,1504979,88900,41.3015127,-72.8836465,9009142604,1400000US09009142604,New Haven
800,9,9,130102,1301.02,Census Tract 1301.02,G5020,S,7419585,419366,41.3691244,-73.0723671,9009130102,1400000US09009130102,Seymour
801,9,9,130101,1301.01,Census Tract 1301.01,G5020,S,8659286,95718,41.402488,-73.0565774,9009130101,1400000US09009130101,Seymour
802,9,9,170600,1706,Census Tract 1706,G5020,S,2091223,285030,41.5299794,-72.8273036,9009170600,1400000US09009170600,Meriden
803,9,9,170700,1707,Census Tract 1707,G5020,S,920219,0,41.5324824,-72.8162182,9009170700,1400000US09009170700,Meriden
804,9,9,170800,1708,Census Tract 1708,G5020,S,3400535,0,41.5212591,-72.8127601,9009170800,1400000US09009170800,Meriden
805,9,9,170900,1709,Census Tract 1709,G5020,S,691737,0,41.5327014,-72.808994,9009170900,1400000US09009170900,Meriden
806,9,9,171000,1710,Census Tract 1710,G5020,S,509128,0,41.533495,-72.7973278,9009171000,1400000US09009171000,Meriden
807,9,9,361402,3614.02,Census Tract 3614.02,G5020,S,771362,0,41.3146096,-72.9252686,9009361402,1400000US09009361402,New Haven
808,9,9,348122,3481.22,Census Tract 3481.22,G5020,S,20065970,0,41.4908695,-73.1825161,9009348122,1400000US09009348122,Southbury
809,9,9,348123,3481.23,Census Tract 3481.23,G5020,S,28032489,631581,41.4451291,-73.2042399,9009348123,1400000US09009348123,Southbury
810,9,9,348124,3481.24,Census Tract 3481.24,G5020,S,8015770,93812,41.4839254,-73.2260754,9009348124,1400000US09009348124,Southbury
811,9,9,348125,3481.25,Census Tract 3481.25,G5020,S,10100013,100959,41.4892645,-73.2525828,9009348125,1400000US09009348125,Southbury
812,9,9,361401,3614.01,Census Tract 3614.01,G5020,S,424756,0,41.3086574,-72.9312815,9009361401,1400000US09009361401,New Haven
813,9,9,142603,1426.03,Census Tract 1426.03,G5020,S,957004,0,41.3139292,-72.874917,9009142603,1400000US09009142603,New Haven
814,9,9,361500,3615,Census Tract 3615,G5020,S,3039168,52537,41.2875292,-72.9575865,9009361500,1400000US09009361500,West Haven
815,9,9,171100,1711,Census Tract 1711,G5020,S,4273407,0,41.5186104,-72.7960798,9009171100,1400000US09009171100,Meriden
816,9,9,171200,1712,Census Tract 1712,G5020,S,13469930,106589,41.5138365,-72.7622675,9009171200,1400000US09009171200,Meriden
817,9,9,171300,1713,Census Tract 1713,G5020,S,1936667,0,41.5354909,-72.7778873,9009171300,1400000US09009171300,Meriden
818,9,9,171400,1714,Census Tract 1714,G5020,S,679347,0,41.538082,-72.7898225,9009171400,1400000US09009171400,Meriden
819,9,9,171500,1715,Census Tract 1715,G5020,S,991489,0,41.5486152,-72.7884977,9009171500,1400000US09009171500,Meriden
820,9,9,171600,1716,Census Tract 1716,G5020,S,7722922,238838,41.5587339,-72.7956529,9009171600,1400000US09009171600,Meriden
821,9,9,171700,1717,Census Tract 1717,G5020,S,10027546,164815,41.5636887,-72.7681504,9009171700,1400000US09009171700,Meriden
822,9,9,175800,1758,Census Tract 1758,G5020,S,14462680,273927,41.4777887,-72.7883745,9009175800,1400000US09009175800,Wallingford
823,9,9,344100,3441,Census Tract 3441,G5020,S,21335984,137072,41.533974,-73.1018965,9009344100,1400000US09009344100,Middlebury
824,9,9,344200,3442,Census Tract 3442,G5020,S,24638908,1661669,41.5203462,-73.1378229,9009344200,1400000US09009344200,Middlebury
825,9,9,150300,1503,Census Tract 1503,G5020,S,2927487,36884,41.2061046,-73.0858735,9009150300,1400000US09009150300,Milford
826,9,9,150600,1506,Census Tract 1506,G5020,S,10143125,834023,41.2234729,-73.094931,9009150600,1400000US09009150600,Milford
827,9,9,150700,1507,Census Tract 1507,G5020,S,11469581,489870,41.2476583,-73.0690919,9009150700,1400000US09009150700,Milford
828,9,9,150800,1508,Census Tract 1508,G5020,S,5482167,37077,41.2444853,-73.0368152,9009150800,1400000US09009150800,Milford
829,9,9,151200,1512,Census Tract 1512,G5020,S,3437797,7229,41.2380572,-73.0046212,9009151200,1400000US09009151200,Milford
830,9,9,345100,3451,Census Tract 3451,G5020,S,8606679,133127,41.5067274,-73.0405135,9009345100,1400000US09009345100,Naugatuck
831,9,9,345201,3452.01,Census Tract 3452.01,G5020,S,8642118,62169,41.4816066,-73.0353141,9009345201,1400000US09009345201,Naugatuck
832,9,9,345202,3452.02,Census Tract 3452.02,G5020,S,4669955,8359,41.4728881,-73.01629,9009345202,1400000US09009345202,Naugatuck
